name,publisher,vgchartz_score,critic_score,user_score,total_shipped,total_sales,release_date,genre,release_year
Forgotton Anne,Square Enix,7.3,7.2,8.1,5066328.0,340568.42,2018-05-15,Action-Adventure,2018
Active Life Explorer,Namco Bandai,7.3,7.2,8.1,5066328.0,150000.0,2010-10-19,Sports,2010
Time Crisis: Crisis Zone,Namco,7.3,7.2,8.1,5066328.0,220000.0,2004-10-19,Shooter,2004
Marvel Trading Card Game,Konami,7.3,7.2,8.1,5066328.0,120000.0,2007-05-22,Misc,2007
Block Party,Activision,7.3,7.2,8.1,5066328.0,150000.0,2008-11-11,Misc,2008
Metal Gear Solid: The Essential Collection,Konami,7.3,9.0,8.1,5066328.0,460000.0,2008-03-18,Adventure,2008
GB Genjin Land: Viva! Chikkun Oukoku,Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,1994-04-22,Action,1994
Hot Wheels: Track Attack,THQ,7.3,7.2,8.1,5066328.0,270000.0,2010-11-23,Racing,2010
Bleach: Soul Carnival,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,50000.0,2008-10-23,Fighting,2008
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,Bandai,7.3,7.2,8.1,5066328.0,50000.0,2011-11-23,Action,2011
Sonic the Hedgehog (X360),Sega,7.3,7.2,8.1,5066328.0,340568.42,2009-08-11,Platform,2009
Bleach GC: Tasogare Ni Mamieru Shinigami,Sega,7.3,7.2,8.1,5066328.0,90000.0,2005-12-08,Fighting,2005
Imagine: Fashion Designer World Tour,Ubisoft,7.3,7.2,8.1,5066328.0,290000.0,2009-10-20,Simulation,2009
FIFA Soccer,EA Sports,7.3,7.2,8.1,5066328.0,630000.0,2012-02-15,Misc,2012
Brain Exercise with Dr. Kawashima,Namco Bandai,7.3,7.2,8.1,5066328.0,10000.0,2009-05-29,Misc,2009
Let's Make a Soccer Team!,Sega,7.3,7.2,8.1,5066328.0,230000.0,2006-08-25,Sports,2006
Quake II,Activision,7.3,7.2,8.1,1000000.0,340568.42,1997-12-09,Shooter,1997
Lock's Quest,THQ,6.5,7.2,8.1,5066328.0,90000.0,2008-09-08,Strategy,2008
Cubivore: Survival of the Fittest,Atlus,7.3,7.1,8.1,5066328.0,170000.0,2002-11-05,Adventure,2002
Oscar's Trash Race,Atari,7.3,7.2,8.1,5066328.0,340568.42,1983-01-01,Action,1983
Pizza Hut Demo Disc One,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,1999-01-01,Misc,1999
Parodius Portable,Konami,7.3,7.2,8.1,5066328.0,340568.42,2007-01-25,Shooter,2007
NHL 08,Electronic Arts,7.3,7.2,8.1,5066328.0,250000.0,2007-09-12,Action,2007
America's Test Kitchen: Let's Get Cooking,Nintendo,7.3,8.5,8.1,5066328.0,270000.0,2010-03-28,Simulation,2010
Frogger 2,Konami,7.3,7.2,8.1,5066328.0,340568.42,2008-06-11,Action,2008
One Piece: Ocean's Dream,Bandai,7.3,7.2,8.1,5066328.0,340568.42,2003-05-01,Role-Playing,2003
Street Fighter EX3,Capcom,7.3,7.2,8.1,5066328.0,850000.0,2000-10-24,Fighting,2000
Megami Tensei Gaiden: Last Bible,Sega,7.3,7.2,8.1,5066328.0,340568.42,1994-04-22,Role-Playing,1994
John Madden Football,Electronic Arts,7.3,7.2,8.1,400000.0,340568.42,1990-01-01,Sports,1990
Car and Driver Presents: Grand Tour Racing '98,Activision,7.3,7.0,8.1,5066328.0,340568.42,1997-09-30,Racing,1997
Scrapyard Dog,Atari,7.3,7.2,8.1,5066328.0,340568.42,1991-01-01,Action,1991
Front Mission History,Square Enix,7.3,7.2,8.1,5066328.0,340568.42,2003-12-11,Strategy,2003
Animal Crossing: Pocket Camp,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2017-11-22,Simulation,2017
Onechanbara: Bikini Samurai Squad,D3 Publisher,7.3,7.2,8.1,5066328.0,130000.0,2009-02-10,Action,2009
Gaist Crusher God,Capcom,7.3,7.2,8.1,5066328.0,20000.0,2014-09-04,Action,2014
Kidou Senshi Gundam 00,Namco Bandai,7.3,7.2,8.1,5066328.0,80000.0,2008-03-27,Action,2008
Vitamin X Evolution,D3 Publisher,7.3,7.2,8.1,5066328.0,30000.0,2008-03-27,Adventure,2008
After Hours Athletes,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,120000.0,2011-11-18,Sports,2011
NASCAR 08,EA Sports,7.3,7.2,8.1,5066328.0,290000.0,2007-07-23,Racing,2007
Atari Anthology,Atari,7.3,7.2,8.1,5066328.0,400000.0,2004-11-22,Misc,2004
NHL 12,EA Sports,9.0,8.8,8.1,5066328.0,700000.0,2011-09-13,Sports,2011
Physics Sandbox 2,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2010-11-04,Misc,2010
Plants vs Zombies: Garden Warfare,Electronic Arts,7.3,8.0,8.1,5066328.0,1130000.0,2014-02-25,Shooter,2014
Prince of Persia: The Forgotten Sands,Ubisoft,8.4,7.2,8.1,5066328.0,690000.0,2010-05-18,Action,2010
Nosgoth,Square Enix,7.3,7.2,8.1,5066328.0,340568.42,2020-12-31,Action,2020
Skylanders Imaginators,Activision,7.3,7.2,8.1,5066328.0,450000.0,2016-10-16,Platform,2016
Final Fantasy XIV Online,Square Enix,7.3,5.3,8.1,1450000.0,340568.42,2010-09-22,MMO,2010
Transworld Snowboarding,Atari,7.3,7.2,8.1,5066328.0,90000.0,2002-10-29,Sports,2002
Tonfuso,Bandai,7.3,7.2,8.1,5066328.0,340568.42,2001-06-28,Misc,2001
Electroplankton: Varvoice,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2009-11-23,Misc,2009
Animal Planet: Vet Life,Activision,7.3,7.2,8.1,5066328.0,110000.0,2009-09-22,Simulation,2009
Kekkaishi: Kokubourou Shuurai,Namco Bandai,7.3,7.2,8.1,5066328.0,30000.0,2008-03-20,Action,2008
Arthur and the Invisibles,Atari,7.3,7.2,8.1,5066328.0,30000.0,2007-01-09,Adventure,2007
Wagyan Land 3,Namco,7.3,7.2,8.1,5066328.0,340568.42,1992-12-08,Action,1992
Sakura Wars: Atsuki Chishio Ni,Sega,7.3,7.2,8.1,5066328.0,240000.0,2003-02-27,Role-Playing,2003
Finding Nemo: Escape to the Big Blue,THQ,7.3,7.2,8.1,5066328.0,160000.0,2006-02-09,Action,2006
Hikaru no Go: Heian Gensou Ibunroku,Konami,7.3,7.2,8.1,5066328.0,70000.0,2002-05-30,Adventure,2002
Jojo no Kimyou na Bouken: Phantom Blood,Bandai,7.3,7.2,8.1,5066328.0,50000.0,2006-10-26,Action,2006
Captain America: Super Soldier,Sega,5.5,5.9,8.1,5066328.0,170000.0,2011-07-19,Action,2011
Victorious: Time to Shine,D3 Publisher,7.3,7.2,8.1,5066328.0,130000.0,2011-11-15,Action,2011
Fireworks Screensaver,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-09-25,Misc,2009
Persona 4 Golden,Sega,7.3,7.2,8.1,900000.0,340568.42,2020-06-13,Role-Playing,2020
Majin and the Forsaken Kingdom,Namco Bandai,7.3,7.0,8.1,5066328.0,290000.0,2010-11-23,Adventure,2010
Electroplankton: Marine-Crystals,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2009-11-23,Misc,2009
MemoStomp,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2008-11-24,Misc,2008
Downtown SMASH Dodgeball!,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-08-25,Sports,2009
Warhammer: Battle March,Namco Bandai,7.3,7.2,8.1,5066328.0,110000.0,2008-09-02,Strategy,2008
City Transport Map Volumes 1 & 2,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2009-08-07,Misc,2009
Avatar Laser Wars,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2010-10-20,Shooter,2010
Garou Densetsu 2: Aratanaru Tatakai,Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,1994-03-12,Fighting,1994
Neon Genesis Evangelion,Bandai,7.3,5.6,8.1,5066328.0,60000.0,1999-06-25,Action,1999
Sonic Classic Collection,Sega,7.3,7.5,8.1,5066328.0,1860000.0,2010-03-02,Platform,2010
Tales of Phantasia: Narikiri Dungeon X,Namco Bandai,7.3,7.2,8.1,5066328.0,210000.0,2010-08-05,Role-Playing,2010
Super Famista 4,Namco,7.3,7.2,8.1,5066328.0,420000.0,1995-03-03,Sports,1995
Assassin's Creed: Revelations,Ubisoft,7.1,8.8,8.1,5066328.0,4230000.0,2011-11-15,Action,2011
Seaman,Sega,7.3,8.1,8.1,5066328.0,520000.0,2000-08-09,Simulation,2000
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,THQ,7.3,7.2,8.1,5066328.0,420000.0,2003-09-16,Action,2003
Tycoon Collection,Activision,7.3,7.2,8.1,5066328.0,340568.42,2005-06-14,Strategy,2005
Power Strike II,Sega,7.3,7.2,8.1,5066328.0,340568.42,1994-01-01,Shooter,1994
Men in Black II: Crossfire,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2002-06-24,Adventure,2002
Dance Dance Revolution: Mario Mix,Nintendo,7.3,7.0,8.1,5066328.0,470000.0,2005-10-24,Simulation,2005
Sengoku Basara: Chronicle Heroes,Capcom,7.3,7.2,8.1,5066328.0,160000.0,2011-07-21,Action,2011
Card de Asobu! Hajimete no DS,Sega,7.3,7.2,8.1,5066328.0,340568.42,2009-03-19,Misc,2009
Call of Duty: Ghosts,Activision,7.3,7.2,8.1,19000000.0,340568.42,2013-11-05,Shooter,2013
J-League Winning Eleven 10 + Europa League 06-07,Konami,7.3,7.2,8.1,5066328.0,210000.0,2006-11-22,Sports,2006
Surround,Atari,7.3,7.2,8.1,5066328.0,340568.42,1978-01-01,Action,1978
Terracon,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2000-08-25,Platform,2000
SingStar Queen,Sony Computer Entertainment,6.7,6.8,8.1,5066328.0,440000.0,2009-08-04,Misc,2009
Rock of Ages,Atlus,7.2,7.4,8.1,5066328.0,340568.42,2011-08-31,Strategy,2011
Let's Ride: Sunshine Stables,THQ,7.3,7.2,8.1,5066328.0,160000.0,2005-10-04,Sports,2005
Atari Flashback Classics: Volume 1,Atari,7.3,7.2,8.1,5066328.0,40000.0,2018-12-13,Misc,2018
Driving Theory Training 2009/2010 Edition,Atari,7.3,7.2,8.1,5066328.0,0.0,2009-08-28,Misc,2009
Miitomo,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2016-03-17,Misc,2016
Clock Tower 3,Capcom,7.3,7.0,8.1,5066328.0,330000.0,2003-03-18,Adventure,2003
Mario's Picross,Nintendo,7.3,7.2,8.1,5066328.0,620000.0,1995-03-01,Puzzle,1995
Cubic Ninja,Ubisoft,7.3,5.5,8.1,5066328.0,100000.0,2011-06-14,Platform,2011
Rhythm Heaven,Nintendo,8.9,8.5,8.1,3040000.0,340568.42,2009-04-05,Music,2009
Tilk: Aoi Umi kara Kita Shoujo,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2009-04-22,Role-Playing,2009
Hot Potato Online,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-08-29,Action,2009
Mobile Golf,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2001-05-11,Sports,2001
Sega Genesis Collection,Sega,7.3,8.3,8.1,5066328.0,1450000.0,2006-11-16,Misc,2006
Madagascar: Operation Penguin,Activision,7.3,7.2,8.1,5066328.0,480000.0,2005-11-07,Action,2005
Konami Antiques: MSX Collection Vol. 2,Konami,7.3,7.2,8.1,5066328.0,340568.42,1998-01-22,Misc,1998
Sea Blast,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2008-12-14,Action,2008
Tiger Woods PGA Tour 07,EA Sports,7.3,7.8,8.1,5066328.0,720000.0,2006-10-10,Sports,2006
Shadow of the Beast,Atari,7.3,7.2,8.1,5066328.0,340568.42,1992-01-01,Platform,1992
PC Engine Best Collection: Tengai Makyou Collection,Hudson Soft,7.3,7.2,8.1,5066328.0,20000.0,2008-07-31,Role-Playing,2008
Superman Returns: Fortress of Solitude,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,2006-11-20,Action,2006
Busou Shinki: Battle Masters,Konami,7.3,7.2,8.1,5066328.0,70000.0,2010-07-15,Action,2010
Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,Sega,7.3,7.2,8.1,5066328.0,50000.0,2006-08-10,Misc,2006
Relic Raider,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-11-27,Action,2009
Plows in Hell,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-06-22,Shooter,2009
White Knight Chronicles: International Edition,Sony Computer Entertainment,6.2,6.3,7.9,5066328.0,950000.0,2010-02-02,Role-Playing,2010
Big Beach Sports 2,THQ,7.3,7.2,8.1,5066328.0,250000.0,2010-07-06,Sports,2010
World Games,Sega,7.3,7.2,8.1,5066328.0,340568.42,1989-01-01,Sports,1989
Dragon Ball Z: Ultime Menace,Bandai,7.3,7.2,8.1,5066328.0,730000.0,1994-01-01,Fighting,1994
Walt Disney's The Jungle Book: Mowgli's Wild Adventure,Ubisoft,7.3,7.2,8.1,5066328.0,340568.42,2000-11-20,Platform,2000
The Legend of Heroes II: Prophecy of the Moonlight Witch (JP sales),Namco Bandai,7.3,7.2,8.1,5066328.0,110000.0,2006-06-20,Role-Playing,2006
"The $1,000,000 Pyramid",Ubisoft,7.3,7.2,8.1,5066328.0,80000.0,2011-03-08,Misc,2011
Kaboom!,Activision,7.3,7.2,8.1,5066328.0,1150000.0,1981-01-01,Action,1981
R.U.S.E. - The Chimera Pack,Ubisoft,7.3,7.2,8.1,5066328.0,340568.42,2011-01-19,Strategy,2011
Wacky Karts,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-08-20,Racing,2009
Sky Gunner,Atlus,7.3,7.2,8.1,5066328.0,70000.0,2002-06-24,Action,2002
Foes of Ali,EA Sports,7.3,7.2,8.1,5066328.0,340568.42,1995-01-01,Fighting,1995
Ganbare Goemon 3: Shishijyuurokubei no Karakuri Manji Katame,Konami,7.3,7.2,8.1,5066328.0,340568.42,2009-09-15,Platform,2009
Hot Shots Shorties Green,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2011-01-04,Misc,2011
PushCrates,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-09-28,Puzzle,2009
PAIN: Amusement Park,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2008-09-11,Action,2008
Brutal Legend: The Hammer of Infinite Fate,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,2009-12-15,Action,2009
Oja Majo Doremi Dokkan! Nijiiro Paradise,Bandai,7.3,7.2,8.1,5066328.0,340568.42,2002-11-28,Misc,2002
Mario Kart,Nintendo,7.3,7.2,8.1,169820000.0,340568.42,1992-09-01,Racing,1992
Street Sk8er,Electronic Arts,7.3,7.2,8.1,5066328.0,670000.0,1999-01-01,Sports,1999
Time Ace,Konami,7.3,7.2,8.1,5066328.0,10000.0,2007-06-12,Simulation,2007
Arc the Lad: Twilight of the Spirits,Sony Computer Entertainment,7.3,7.3,8.5,5066328.0,360000.0,2003-06-25,Role-Playing,2003
Burnout Revenge,Electronic Arts,7.3,7.2,8.1,5066328.0,530000.0,2005-09-13,Action,2005
Yu-Gi-Oh! GX: Duel Academy,Konami,7.3,7.2,8.1,5066328.0,230000.0,2006-01-10,Misc,2006
Hatsune Miku and Future Stars: Project Mirai,Sega,7.3,7.2,8.1,5066328.0,180000.0,2012-03-08,Misc,2012
CMT Presents: Karaoke Revolution Country,Konami,7.3,7.2,8.1,5066328.0,60000.0,2006-03-21,Misc,2006
Teenage Mutant Ninja Turtles: Tournament Fighters,Konami,7.3,7.2,8.1,5066328.0,70000.0,1994-02-01,Fighting,1994
Sega Ages: OutRun,Sega,7.3,7.2,8.1,5066328.0,340568.42,1996-09-20,Racing,1996
Dragon Drive: D-Masters Shot,Bandai,7.3,7.2,8.1,5066328.0,340568.42,2003-08-08,Shooter,2003
Moshi Monsters: Moshling Zoo,Activision,7.3,7.2,8.1,5066328.0,1570000.0,2011-11-06,Misc,2011
Super Bomberman 4,Hudson Soft,7.3,7.2,8.1,5066328.0,440000.0,1996-04-26,Puzzle,1996
Jikkyou Powerful Pro Baseball 2018,Konami,7.3,7.2,8.1,5066328.0,260000.0,2018-04-26,Sports,2018
Altered Beast: Guardian of the Realms,THQ,7.3,6.5,8.1,5066328.0,90000.0,2002-11-23,Action,2002
NeverDead,Konami,3.5,7.2,8.1,5066328.0,100000.0,2012-01-31,Shooter,2012
John Madden Football '93,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,1993-01-01,Sports,1993
Electroplankton: Trapy,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2009-11-09,Misc,2009
Even in a Game Listen to Me Girls. I Am Your Father!,Namco Bandai Games,7.3,7.2,8.1,5066328.0,30000.0,2012-04-26,Visual Novel,2012
Simple 2000 Series Vol. 112: The Tousou Highway 2: Road Warrior 2050,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2006-12-28,Action,2006
El Dorado Gate Volume 1,Capcom,7.3,7.3,8.1,5066328.0,340568.42,2000-10-10,Role-Playing,2000
Banjo-Kazooie,Nintendo,7.3,9.3,9.4,3650000.0,340568.42,1998-05-31,Platform,1998
Scrabble (Others sales),Electronic Arts,7.3,7.2,8.1,5066328.0,240000.0,2009-03-17,Puzzle,2009
Cube Stacker,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-06-07,Puzzle,2009
Fate/Tiger Colosseum,Capcom,7.3,7.2,8.1,5066328.0,80000.0,2007-09-13,Fighting,2007
Avatars Don't Bleed,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2011-05-31,Platform,2011
Top Gun: The Second Mission,Konami,7.3,7.2,8.1,5066328.0,340568.42,1990-01-01,Simulation,1990
SpongeBob's Atlantis SquarePantis,THQ,7.3,7.2,8.1,5066328.0,1610000.0,2007-10-23,Adventure,2007
GetBackers Dakkanoku: Ubawareta Mugenshiro,Konami,7.3,7.2,8.1,5066328.0,340568.42,2002-09-26,Role-Playing,2002
Might & Magic X: Legacy,Ubisoft,7.3,7.2,8.1,5066328.0,40000.0,2014-04-01,Role-Playing,2014
Metroid Prime Hunters: First Hunt,Nintendo,7.3,7.2,8.1,5066328.0,0.0,2004-11-21,Shooter,2004
Sonic & SEGA All-Stars Racing,Sega,7.3,8.3,8.1,5066328.0,1050000.0,2010-02-23,Racing,2010
Championship Lode Runner,Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,2009-10-27,Puzzle,2009
Yarudora Portable: Sampaguita,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2005-07-28,Adventure,2005
BeatMania for WonderSwan,Konami,7.3,7.2,8.1,5066328.0,340568.42,1999-04-28,Simulation,1999
Killzone 2: Steel & Titanium Pack,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2009-04-29,Shooter,2009
Words Search,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-09-14,Misc,2009
Assassin's Creed: Pirates,Ubisoft,7.3,7.2,8.1,5066328.0,340568.42,2013-12-05,Misc,2013
Zapper: One Wicked Cricket,Atari,7.3,7.2,8.1,5066328.0,340568.42,2008-11-17,Platform,2008
Kamen Rider Kuuga,Bandai,7.3,7.2,8.1,5066328.0,340568.42,2000-12-21,Platform,2000
Kamen Rider,Bandai,7.3,7.2,8.1,5066328.0,340568.42,1998-10-01,Fighting,1998
Silent Hunter II,Ubisoft,7.3,7.2,8.1,5066328.0,0.0,2001-11-05,Simulation,2001
NES Remix Pack,Nintendo,7.3,7.2,8.1,5066328.0,0.0,2014-12-05,Misc,2014
Capcom Generation 5: Dai 5 Shuu Kakutouka-tachi,Capcom,7.3,7.2,8.1,5066328.0,340568.42,1998-12-03,Fighting,1998
Far Cry 3: Classic Edition,Ubisoft,7.3,7.2,8.1,5066328.0,10000.0,2018-07-05,Action-Adventure,2018
Ultima Online: Eve of a New Age,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,2006-10-31,Role-Playing,2006
A Robots Conundrum,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-05-09,Action,2009
Yogi Bear: The Video Game,D3 Publisher,7.3,7.2,8.1,5066328.0,140000.0,2010-12-07,Action,2010
SaGa 2: Hihou Densetsu - Goddess of Destiny,Square Enix,7.3,7.2,8.1,5066328.0,170000.0,2009-09-17,Role-Playing,2009
Sly Cooper Collection,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2014-05-27,Action,2014
Marksman Shooting / Trap Shooting / Safari Hunt,Sega,7.3,7.2,8.1,5066328.0,340568.42,1986-01-01,Shooter,1986
Play As You Go,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2011-09-07,Misc,2011
Vandal Hearts,Konami,7.3,7.7,8.1,5066328.0,450000.0,1997-03-27,Role-Playing,1997
Dance Dance Revolution: Disney Channel Edition,Konami,7.3,7.2,8.1,5066328.0,240000.0,2008-01-08,Simulation,2008
LHX: Attack Chopper,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,1990-01-01,Simulation,1990
Power Stone 2,Capcom,7.3,8.8,8.1,5066328.0,340568.42,2000-08-23,Fighting,2000
Mass Effect: Andromeda,Electronic Arts,7.3,7.2,8.1,3000000.0,340568.42,2017-03-21,Role-Playing,2017
Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,D3 Publisher,7.3,7.2,8.1,5066328.0,10000.0,2007-05-31,Misc,2007
Sega Ages 2500 Series Vol. 27: Panzer Dragoon,Sega,7.3,7.2,8.1,5066328.0,340568.42,2006-04-27,Shooter,2006
Outland,Ubisoft,7.3,8.4,8.1,5066328.0,340568.42,2011-06-14,Platform,2011
Trojan,Capcom,7.3,7.2,8.1,5066328.0,340568.42,1987-02-01,Platform,1987
Super Breakout,Atari,7.3,7.2,8.1,5066328.0,440000.0,1978-01-01,Puzzle,1978
Kaidan Restaurant: Ura Menu 100-Sen,Namco Bandai,7.3,7.2,8.1,5066328.0,80000.0,2010-06-03,Misc,2010
FIFA Soccer 2003,EA Sports,7.3,7.2,8.1,5066328.0,3400000.0,2002-11-14,Sports,2002
Killzone: Liberation,Sony Computer Entertainment,8.1,7.8,8.1,5066328.0,900000.0,2006-10-31,Shooter,2006
Furious Karting,Atari,7.3,7.2,8.1,5066328.0,10000.0,2003-03-28,Racing,2003
Shogun 2: Total War - Sengoku Jidai Unit Pack,Sega,7.3,7.2,8.1,5066328.0,340568.42,2011-06-28,Strategy,2011
Robot Tank,Activision,7.3,7.2,8.1,5066328.0,340568.42,1983-03-24,Action,1983
DemiKids: Dark Version,Atlus,7.3,6.6,8.1,5066328.0,20000.0,2003-10-07,Role-Playing,2003
Blood Drive,Activision,7.3,7.2,8.1,5066328.0,120000.0,2010-10-26,Racing,2010
Double Hawk,Sega,7.3,7.2,8.1,5066328.0,340568.42,1990-01-01,Shooter,1990
OverBlood,Electronic Arts,7.3,7.2,8.1,5066328.0,320000.0,1997-05-22,Action,1997
A.C.E.: Another Century's Episode R,Namco Bandai,7.3,7.2,8.1,310000.0,340568.42,2010-08-19,Simulation,2010
Senritsu no Stratus,Konami,7.3,7.2,8.1,5066328.0,60000.0,2011-10-27,Role-Playing,2011
Resident Evil: Value Pack,Capcom,7.3,7.2,8.1,5066328.0,20000.0,2016-09-29,Action-Adventure,2016
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,Namco Bandai,7.3,7.2,8.1,270000.0,340568.42,2010-07-01,Misc,2010
Yu-Gi-Oh! Online,Konami,7.3,7.2,8.1,5066328.0,340568.42,2005-04-11,Strategy,2005
Fire Emblem: Seisen no Keifu,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,1996-05-14,Role-Playing,1996
PD Ultraman Link,Bandai,7.3,7.2,8.1,5066328.0,340568.42,1996-02-09,Puzzle,1996
Scott Pilgrim vs. The World,Ubisoft,7.3,7.7,8.1,5066328.0,340568.42,2010-08-10,Action,2010
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,Namco Bandai Games,7.3,7.2,8.1,5066328.0,40000.0,2015-11-26,Misc,2015
Mega Man X7,Capcom,7.3,7.2,8.1,5066328.0,580000.0,2003-10-14,Platform,2003
The Periodic Table,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-07-29,Misc,2009
Call of Duty: World at War - Map Pack 3,Activision,7.3,7.2,8.1,5066328.0,340568.42,2009-08-06,Shooter,2009
Phoenix Wright: Ace Attorney,Capcom,7.3,6.7,8.1,5066328.0,340568.42,2010-01-11,Adventure,2010
AKB1/48: Idol to Guam de Koishitara...,Namco Bandai,7.3,7.2,8.1,410000.0,340568.42,2011-10-06,Misc,2011
Napoleon: Total War - The Peninsular Campaign,Sega,7.3,7.2,8.1,5066328.0,340568.42,2010-07-25,Strategy,2010
The Legend of Zelda: Ocarina of Time,Nintendo,7.3,9.9,10.0,7600000.0,340568.42,1998-11-23,Adventure,1998
GunParade Orchestra: Shiro no Shou,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,70000.0,2006-01-12,Adventure,2006
Over the Hedge: Hammy Goes Nuts!,Activision,7.3,7.2,8.1,5066328.0,130000.0,2006-10-24,Platform,2006
Crackpots,Activision,7.3,7.2,8.1,5066328.0,340568.42,1983-05-16,Action,1983
Naruto Shippuden: Kizuna Drive,Namco Bandai,7.3,7.0,8.1,5066328.0,140000.0,2011-03-22,Action,2011
Nintendogs + cats,Nintendo,7.7,7.2,8.1,4680000.0,340568.42,2011-03-27,Simulation,2011
Phantasy Star Universe: Ambition of the Illuminus,Sega,7.3,7.2,8.1,5066328.0,260000.0,2007-11-20,Role-Playing,2007
Hexic HD,Microsoft,7.3,7.4,8.1,5066328.0,340568.42,2005-11-22,Puzzle,2005
Full Auto,Sega,7.3,7.0,8.1,150000.0,340568.42,2006-02-14,Racing,2006
Shining Force Gaiden: Ensei Jaishin no Kuni e,Sega,7.3,7.2,8.1,5066328.0,340568.42,1992-12-25,Role-Playing,1992
Imagine: Babyz Fashion,Ubisoft,7.3,7.2,8.1,5066328.0,190000.0,2009-11-03,Simulation,2009
BABEL Rising,Ubisoft,7.3,7.2,8.1,5066328.0,340568.42,2012-06-12,Misc,2012
SingStar Chartbreaker,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,30000.0,2009-12-04,Misc,2009
Watch Dogs,Ubisoft,8.7,7.2,8.1,5066328.0,4320000.0,2014-05-27,Action-Adventure,2014
Star Trek,Sega,7.3,7.2,8.1,5066328.0,340568.42,1983-01-01,Action,1983
Pile Up! Bakery,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2010-04-29,Simulation,2010
Tomodachi,Nintendo,7.3,7.2,8.1,10470000.0,340568.42,2014-06-06,Simulation,2014
Sega Superstars,Sega,7.3,7.2,8.1,5066328.0,170000.0,2004-11-03,Misc,2004
Alex Ferguson's Player Manager 2002,Ubisoft,7.3,7.2,8.1,5066328.0,340568.42,2002-05-14,Sports,2002
Lemmings (PSP),Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2009-10-21,Puzzle,2009
Dungeon Tales,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2010-10-07,Role-Playing,2010
Melvin's Meltdown,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2008-11-27,Puzzle,2008
Snoopy vs the Red Baron,Namco Bandai,7.3,7.2,8.1,5066328.0,50000.0,2006-10-24,Adventure,2006
Petz: Catz Playground,Ubisoft,7.3,7.2,8.1,5066328.0,30000.0,2010-10-26,Simulation,2010
