name,publisher,vgchartz_score,critic_score,user_score,total_shipped,total_sales,release_date,genre,release_year
Zaxxon (Arcade),Sega,7.3,7.2,8.1,5066328.0,340568.42,2010-04-12,Shooter,2010
Dot Error,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-12-13,Shooter,2009
IL-2 Sturmovik: Forgotten Battles Ace Expansion Pack,Ubisoft,7.3,7.2,8.1,5066328.0,340568.42,2004-03-02,Simulation,2004
American Chopper,Activision,7.3,7.2,8.1,5066328.0,420000.0,2004-11-25,Racing,2004
ESPN X Games Skateboarding,Konami,7.3,7.2,8.1,5066328.0,360000.0,2001-08-13,Sports,2001
WWE SmackDown vs. Raw 2010,THQ,7.3,8.1,8.1,5066328.0,1170000.0,2009-10-20,Fighting,2009
Colony Defense,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2010-03-09,Strategy,2010
Tom Clancy's Ghost Recon Advanced Warfighter 2,Ubisoft,7.3,7.2,8.1,5066328.0,1030000.0,2007-08-23,Shooter,2007
CSI: Unsolved!,Ubisoft,7.3,7.2,8.1,5066328.0,200000.0,2010-11-23,Adventure,2010
Metro 2033,THQ,7.3,7.2,8.1,1500000.0,340568.42,2010-03-16,Shooter,2010
Deca Sports 2,Hudson Soft,7.3,7.2,8.1,5066328.0,800000.0,2009-09-29,Sports,2009
Sword Art Online: Fatal Bullet,Namco Bandai Games,7.3,7.2,8.1,180000.0,340568.42,2018-02-23,Role-Playing,2018
Wi-Fi Taiou: Gensen Table Game DS,Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,2007-08-02,Misc,2007
EA Sports UFC,Electronic Arts,7.3,7.2,8.1,5066328.0,1110000.0,2014-06-17,Fighting,2014
Metroid Prime / The Legend of Zelda: The Wind Waker,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2005-11-01,Misc,2005
PQ: Practical Intelligence Quotient,D3 Publisher,7.3,7.2,8.1,5066328.0,80000.0,2006-01-10,Puzzle,2006
Shonen Jump's One Piece: Grand Battle,Bandai,7.3,7.2,8.1,5066328.0,130000.0,2005-09-07,Fighting,2005
Battle Beat,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-12-31,Misc,2009
Doraemon: Nobita no Kyouryuu 2006 DS,Sega,7.3,7.2,8.1,5066328.0,50000.0,2006-03-02,Role-Playing,2006
NieR: The World of Recycled Vessel,Square Enix,7.3,7.2,8.1,5066328.0,340568.42,2010-05-12,Role-Playing,2010
Armor Valley,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-11-09,Shooter,2009
Burnout Paradise: Big Surf Island,Electronic Arts,7.3,8.0,8.1,5066328.0,340568.42,2009-06-11,Racing,2009
Sonic Colors,Sega,7.2,7.7,8.1,1800000.0,340568.42,2010-11-16,Platform,2010
Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,Sega,7.3,7.2,8.1,5066328.0,70000.0,2006-06-22,Misc,2006
The Wonderful 101,Nintendo,8.7,8.0,8.1,5066328.0,360000.0,2013-09-15,Action,2013
Paws & Claws: Pet Vet 2,THQ,7.3,7.2,8.1,5066328.0,140000.0,2007-08-07,Simulation,2007
Simple 2500 Series Portable!! Vol. 13: The Akuma Hunters - Exorsister,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2009-12-23,Action,2009
Batter Up,Namco,7.3,7.2,8.1,5066328.0,340568.42,1991-01-01,Sports,1991
Bomberman Land Touch!,Atlus,7.3,7.2,8.1,5066328.0,90000.0,2006-11-07,Puzzle,2006
Simple 1500 Series Vol. 55: The Darts,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2001-02-01,Misc,2001
Dead Rising: Chop Till You Drop,Capcom,7.7,6.7,7.2,5066328.0,290000.0,2009-02-24,Action,2009
Call of Duty: Black Ops Cold War,Activision,7.3,7.2,8.1,5066328.0,340568.42,2020-11-13,Shooter,2020
American Mensa Academy,Square Enix,7.3,7.2,8.1,5066328.0,340568.42,2014-07-01,Misc,2014
Bailout!,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-09-10,Misc,2009
Skies of Arcadia Legends,Sega,7.3,8.6,8.1,5066328.0,220000.0,2003-01-27,Role-Playing,2003
FIFA 14,EA Sports,7.3,7.2,8.1,5066328.0,6610000.0,2013-09-24,Sports,2013
Tales of Xillia,Namco Bandai Games,8.2,7.2,8.1,1330000.0,340568.42,2013-08-06,Role-Playing,2013
Malicious,Sony Computer Entertainment,8.2,7.2,8.1,5066328.0,340568.42,2012-02-08,Action,2012
Game de Demashita! Powerpuff Girls Z,Namco Bandai,7.3,7.2,8.1,5066328.0,340568.42,2007-06-14,Action,2007
Valiant Hearts: The Great War,Ubisoft,8.8,7.2,8.1,5066328.0,340568.42,2014-06-25,Misc,2014
Mega Man X Collection,Capcom,7.3,7.5,8.1,5066328.0,240000.0,2006-01-10,Misc,2006
Samurai Western,Atlus,7.3,7.2,8.1,5066328.0,80000.0,2005-06-07,Action,2005
Star Trek: Conquest Online,Activision,7.3,7.2,8.1,5066328.0,340568.42,2000-06-20,Strategy,2000
Xbox Music Mixer,Microsoft,7.3,7.2,8.1,5066328.0,350000.0,2003-10-27,Misc,2003
The Flight Before Christmas!,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-12-15,Misc,2009
Brain Training for Dummies,Electronic Arts,7.3,7.2,8.1,5066328.0,10000.0,2008-10-21,Misc,2008
Band Hero,Activision,7.3,7.4,8.1,5066328.0,970000.0,2009-11-03,Misc,2009
Grand Slam Tennis 2,EA Sports,7.3,7.2,8.1,5066328.0,240000.0,2012-02-14,Sports,2012
Crystal Defenders (PSP),Square Enix,7.3,7.2,8.1,5066328.0,340568.42,2009-10-28,Strategy,2009
DreamFlyer,Sega,7.3,7.2,8.1,5066328.0,340568.42,1999-12-09,Misc,1999
The Sims 2: Celebration Stuff,Electronic Arts,7.3,7.2,8.1,5066328.0,10000.0,2007-04-03,Simulation,2007
Frogger: Helmet Chaos,Konami,7.3,7.0,8.1,5066328.0,110000.0,2005-09-29,Platform,2005
Minna no Ennichi,Namco Bandai Games,7.3,7.2,8.1,5066328.0,50000.0,2012-05-24,Action,2012
Jikkyou Powerful Pro Yakyuu Wii,Konami,7.3,7.2,8.1,5066328.0,140000.0,2007-07-19,Sports,2007
Call of Duty: Black Ops - Escalation,Activision,7.3,7.2,8.1,5066328.0,340568.42,2011-06-02,Shooter,2011
Saikyoo Yokosuku Action Volume 1: Noroi no Geemu Ketsu,Square Enix,7.3,7.2,8.1,5066328.0,340568.42,2009-09-09,Platform,2009
Magical Zunou Power!!,D3 Publisher,7.3,7.2,8.1,5066328.0,0.0,2008-12-25,Action,2008
Custom Robo GX,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2002-07-26,Fighting,2002
Paradise,Ubisoft,7.3,7.2,8.1,5066328.0,0.0,2006-05-03,Adventure,2006
The Goonies II,Konami,7.3,7.2,8.1,5066328.0,340568.42,1987-11-01,Platform,1987
Dead Rising 2: Off The Record,Capcom,7.3,7.2,8.1,5066328.0,340568.42,2011-10-04,Action,2011
Word Puzzle,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2007-11-07,Puzzle,2007
Naruto: Uzumaki Chronicles 2,Namco Bandai,7.3,7.2,8.1,220000.0,340568.42,2007-09-04,Action,2007
Little Nicky,Ubisoft,7.3,7.2,8.1,5066328.0,340568.42,2000-12-01,Action,2000
Kingdom Hearts 3D: Dream Drop Distance,Square Enix,8.3,7.5,8.1,1300000.0,340568.42,2012-07-31,Role-Playing,2012
Rabbids Go Home,Ubisoft,7.3,8.8,8.1,5066328.0,720000.0,2009-11-03,Platform,2009
Destiny: The Taken King,Activision,7.3,7.2,8.1,5066328.0,2180000.0,2015-09-15,Shooter,2015
Simple 1500 Jitsuyou Series Vol. 10: Tarot Uranai,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2001-10-25,Misc,2001
Noah's Ark,Konami,7.3,7.2,8.1,5066328.0,340568.42,1992-01-01,Platform,1992
Metal Fight Beyblade,Hudson Soft,7.3,7.2,8.1,5066328.0,90000.0,2009-03-26,Action,2009
After Burner Climax,Sega,7.3,7.2,7.2,5066328.0,340568.42,2010-04-21,Simulation,2010
Soul Sacrifice Delta,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,230000.0,2014-05-13,Role-Playing,2014
Block Out,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,1991-01-01,Puzzle,1991
Quiz Ongaku no Jikan: Joysound Wii Super DX Senyou Kyoku Navi Dzuke,Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,2010-12-08,Misc,2010
Radiant Historia: Perfect Chronology,Atlus,7.3,8.1,8.1,5066328.0,210000.0,2018-02-13,Role-Playing,2018
Wonder Momo,Namco,7.3,7.2,8.1,5066328.0,340568.42,1989-04-21,Action,1989
Resistance Dual Pack,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,10000.0,2011-07-05,Shooter,2011
DanceDanceRevolution II,Konami,7.3,7.2,8.1,5066328.0,220000.0,2011-10-11,Misc,2011
Turtle Casino,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2011-08-02,Platform,2011
Kao the Kangaroo Round 2,Atari,7.3,7.2,8.1,5066328.0,20000.0,2006-03-29,Platform,2006
NBA Live 2005,EA Sports,7.3,7.2,8.1,5066328.0,2590000.0,2004-09-28,Sports,2004
Yakuza 3,Sega,8.6,7.9,8.1,500000.0,340568.42,2010-03-09,Adventure,2010
Yu-Gi-Oh! Destiny Board Traveler,Konami,7.3,7.2,8.1,5066328.0,450000.0,2004-10-26,Misc,2004
Ace Attorney Investigations 2,Capcom,7.3,7.2,8.1,5066328.0,260000.0,2011-02-03,Adventure,2011
Mario Strikers,Nintendo,7.3,7.2,8.1,6370000.0,340568.42,2005-12-05,Sports,2005
Hide and Scare,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2011-06-18,Misc,2011
Yu-Gi-Oh! Legacy of the Duelist,Konami,7.3,7.2,8.1,180000.0,340568.42,2016-12-16,Strategy,2016
Call of Duty 3,Activision,7.3,7.2,8.1,7200000.0,340568.42,2006-11-07,Shooter,2006
Mini Golf 360,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-09-02,Action,2009
Minigolf Mania,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-10-16,Sports,2009
RockMan & Forte: Mirai Kara no Chousen Sha,Bandai,7.3,7.2,8.1,5066328.0,340568.42,1999-10-28,Platform,1999
Infestation,Ubisoft,7.3,7.2,8.1,5066328.0,340568.42,2000-01-01,Action,2000
Mega Man Star Force Dragon / Leo / Pegasus,Capcom,7.3,7.2,8.1,5066328.0,950000.0,2007-08-07,Role-Playing,2007
Boom Blox Bash Party,Electronic Arts,7.3,8.8,8.1,5066328.0,460000.0,2009-05-19,Puzzle,2009
GoPets: Vacation Island,Konami,7.3,7.2,8.1,5066328.0,40000.0,2008-03-18,Simulation,2008
Hamtaro: Ham-Ham Games,Nintendo,7.3,7.5,8.1,5066328.0,220000.0,2004-07-27,Sports,2004
Guitar Hero: On Tour,Activision,7.3,7.1,8.1,5066328.0,3460000.0,2008-06-22,Misc,2008
Naruto Shippuden: Ultimate Ninja Heroes 3,Namco Bandai,7.3,7.2,8.1,5066328.0,380000.0,2010-05-11,Fighting,2010
IL-2 Sturmovik: Forgotten Battles,Ubisoft,7.3,7.2,8.1,5066328.0,20000.0,2003-03-02,Simulation,2003
Dragon Age Origins: The Stone Prisoner,Electronic Arts,7.3,8.0,8.1,5066328.0,340568.42,2009-11-04,Role-Playing,2009
Waialae Country Club: True Golf Classics,Nintendo,7.3,7.2,8.1,5066328.0,590000.0,1998-07-29,Sports,1998
Press Your Luck 2010 Edition,Ubisoft,7.3,7.2,8.1,5066328.0,350000.0,2009-10-27,Misc,2009
Great Battle Full Blast,Namco Bandai Games,7.3,7.2,8.1,5066328.0,40000.0,2012-03-01,Fighting,2012
Space Hulk: Vengeance of the Blood Angels,Electronic Arts,7.3,7.2,8.1,5066328.0,70000.0,1996-01-01,Shooter,1996
Street Fighter X Tekken,Capcom,7.3,7.2,8.1,1900000.0,340568.42,2012-03-06,Fighting,2012
Future Combat - Patriots at War,Namco Bandai Games,7.3,7.2,8.1,5066328.0,340568.42,2014-11-11,Misc,2014
Soulcaster II,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2010-12-14,Adventure,2010
MoleGame,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-09-25,Misc,2009
Dynasty Warriors Gundam Reborn,Namco Bandai Games,7.3,7.2,8.1,5066328.0,230000.0,2014-07-01,Action,2014
Persona Dancing: Endless Night Collection,Atlus,7.3,7.2,8.1,5066328.0,130000.0,2018-12-04,Music,2018
Puss in Boots,THQ,7.3,7.2,8.1,5066328.0,120000.0,2011-10-25,Action,2011
Fire Emblem: Ankoku Ryu to Hikari no Tsurugi,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2012-08-01,Misc,2012
LittleBigPlanet,Sony Computer Entertainment,9.2,9.4,9.2,4500000.0,340568.42,2008-10-28,Platform,2008
Ratchet & Clank: All 4 One,Sony Computer Entertainment,7.5,7.5,8.1,5066328.0,1150000.0,2011-10-18,Platform,2011
Passport to... Barcelona,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2006-09-22,Misc,2006
Shin Megami Tensei: Digital Devil Saga,Atlus,7.3,7.2,8.1,5066328.0,340568.42,2014-05-20,Misc,2014
Cheese Cat-Astrophe Starring Speedy Gonzales,Sega,7.3,7.2,8.1,5066328.0,340568.42,1995-01-01,Platform,1995
Advanced Daisenryaku: Europe no Arashi - Doitsu Dengeki Sakusen,Sega,7.3,7.2,8.1,5066328.0,340568.42,2000-06-22,Strategy,2000
Super Street Fighter IV: Arcade Edition,Capcom,7.3,7.2,8.1,1200000.0,340568.42,2010-12-16,Fighting,2010
Kouchuu Ouja Mushi King: Super Collection,Sega,7.3,7.2,8.1,100000.0,340568.42,2007-07-19,Action,2007
Simple 2000 Series Portable Vol. 1: The Mahjong,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2010-08-26,Misc,2010
Advance Wars: Days of Ruin,Nintendo,8.7,8.4,8.1,5066328.0,610000.0,2008-01-21,Strategy,2008
Onimusha: Blade Warriors,Capcom,7.3,7.2,8.1,5066328.0,120000.0,2004-03-24,Fighting,2004
Dragon Ball Z: Sagas,Atari,7.3,7.2,8.1,5066328.0,460000.0,2005-03-22,Fighting,2005
Alone in the Dark (2008),Atari,7.3,7.2,8.1,5066328.0,10000.0,2008-06-23,Adventure,2008
Invizimals: The Alliance,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,90000.0,2014-09-30,Action-Adventure,2014
Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,Nintendo,7.3,7.2,8.1,5066328.0,80000.0,2004-08-10,Strategy,2004
Super Metroid,Nintendo,7.3,8.0,8.1,1420000.0,340568.42,1994-04-18,Adventure,1994
Hello Kitty: Roller Rescue,Namco,7.3,7.2,8.1,5066328.0,80000.0,2005-08-16,Action,2005
Air-Sea Battle,Atari,7.3,7.2,8.1,5066328.0,980000.0,1977-01-01,Shooter,1977
One Piece: Burning Blood,Namco Bandai Games,7.3,7.2,8.1,5066328.0,650000.0,2016-05-31,Fighting,2016
Super Mario 64 DS,Nintendo,7.3,8.6,8.1,11060000.0,340568.42,2004-11-20,Platform,2004
Pac-Man (FDS),Namco,7.3,7.2,8.1,5066328.0,340568.42,1990-05-18,Puzzle,1990
Walk it Out!,Konami,7.3,7.2,8.1,5066328.0,440000.0,2010-01-12,Sports,2010
Spyro + Crash Remastered Game Bundle,Activision,7.3,7.2,8.1,5066328.0,340568.42,2018-12-01,Misc,2018
Baseball,Nintendo,7.3,7.2,8.1,3200000.0,340568.42,1985-10-01,Sports,1985
Amplitude,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,180000.0,2003-03-24,Misc,2003
SingStar Abba,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,1360000.0,2008-12-02,Misc,2008
Cabela's Legendary Adventures,Activision,7.3,7.2,8.1,5066328.0,170000.0,2008-09-09,Sports,2008
Michael Jordan in Chaos in the Windy City,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,1994-11-01,Platform,1994
Age of Booty,Capcom,7.3,7.6,8.1,5066328.0,340568.42,2008-10-15,Strategy,2008
Bravely Default: Flying Fairy,Nintendo,8.8,8.2,8.1,1400000.0,340568.42,2014-02-07,Role-Playing,2014
Stella Glow,Atlus,7.3,7.5,8.0,5066328.0,260000.0,2015-11-17,Role-Playing,2015
Pac-Man Party,Namco Bandai,7.3,7.2,8.1,5066328.0,620000.0,2010-11-16,Misc,2010
Chaos Rings Omega,Square Enix,7.3,7.2,8.1,5066328.0,340568.42,2011-05-19,Misc,2011
Gallop & Ride!,THQ,7.3,7.2,8.1,5066328.0,140000.0,2008-11-20,Sports,2008
Costume Quest,THQ,7.6,7.6,8.1,5066328.0,340568.42,2010-10-19,Role-Playing,2010
Mother 3,Nintendo,7.3,7.2,8.1,5066328.0,400000.0,2006-04-20,Role-Playing,2006
Shinseiki Evangelion 2: Evangelions,Bandai,7.3,7.2,8.1,5066328.0,340568.42,2003-11-20,Role-Playing,2003
The Lord of the Rings: The Battle for Middle-earth II: The Rise of the Witch-King,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,2006-11-28,Strategy,2006
Mass Effect 2: Normandy Crash Site,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,2010-01-26,Role-Playing,2010
Simple DS Series Vol. 43: The Host Shiyouze! DX Knight King,D3 Publisher,7.3,7.2,8.1,5066328.0,0.0,2009-03-12,Simulation,2009
The Most Addicting Sheep Game,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2011-04-08,Platform,2011
FBI Hostage Rescue,Activision,7.3,7.2,8.1,5066328.0,340568.42,2004-02-05,Shooter,2004
Bleach: The 3rd Phantom,Sega,7.3,7.2,8.1,5066328.0,200000.0,2009-09-15,Role-Playing,2009
Silent Scope 3,Konami,7.3,7.2,8.1,5066328.0,160000.0,2002-10-15,Shooter,2002
Battlefield 1942: The WW II Anthology,Electronic Arts,7.3,7.2,8.1,420000.0,340568.42,2004-04-16,Shooter,2004
Ice Hockey (FDS),Nintendo,7.3,7.2,8.1,5066328.0,340568.42,1988-01-21,Sports,1988
ModNation Racers,Sony Computer Entertainment,8.5,8.1,8.1,5066328.0,1130000.0,2010-05-25,Racing,2010
Vitamin Z Revolution,D3 Publisher,7.3,7.2,8.1,5066328.0,20000.0,2010-03-25,Adventure,2010
PyroManic - Solo,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-09-18,Shooter,2009
Shardscape Assault,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-08-20,Action,2009
Rocks. In. Spaaace!,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2011-08-27,Racing,2011
Medal of Honor: Spearhead,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,2002-11-11,Shooter,2002
Shockwave: Operation Jumpgate,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,1995-01-01,Simulation,1995
Pac-Man vs.,Namco,7.3,7.0,8.1,5066328.0,340568.42,2003-12-02,Puzzle,2003
Bleach: Heat the Soul,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,90000.0,2005-03-24,Fighting,2005
Shin Megami Tensei: Devil Children: Shiro no Sho,Atlus,7.3,7.2,8.1,5066328.0,340568.42,2001-07-27,Role-Playing,2001
Shrek 2 and Shark Tale 2-in-1 Pack,Activision,7.3,7.2,8.1,5066328.0,140000.0,2005-08-25,Misc,2005
Mission Runway,THQ,7.3,7.2,8.1,5066328.0,80000.0,2009-05-11,Simulation,2009
Racing Aces,Sega,7.3,7.2,8.1,5066328.0,340568.42,1993-12-31,Racing,1993
NHL 2K,Sega,7.3,8.3,8.1,5066328.0,340568.42,2000-02-09,Sports,2000
Super Monkey Ball: Touch & Roll,Sega,7.3,7.2,8.1,1100000.0,340568.42,2006-02-21,Misc,2006
Rapala Tournament Fishing!,Activision,7.3,7.2,8.1,5066328.0,550000.0,2006-11-22,Sports,2006
Fighting Fantasy: Talisman of Death,Sony Computer Entertainment,7.3,6.0,8.1,5066328.0,340568.42,2011-08-17,Role-Playing,2011
Zoo Tycoon,Microsoft,7.3,7.1,8.1,4000000.0,340568.42,2001-10-18,Strategy,2001
Dodge These Balls,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-08-22,Platform,2009
Fight Night Round 3,EA Sports,7.3,7.2,8.1,5066328.0,1670000.0,2006-12-05,Fighting,2006
NCAA Final Four 2003,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,190000.0,2002-11-27,Sports,2002
Shadow Realms,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,2016-01-01,Role-Playing,2016
Tiger Woods PGA Tour 09,EA Sports,7.3,8.5,8.1,5066328.0,650000.0,2008-08-26,Sports,2008
Cookie Monster Munch,Atari,7.3,7.2,8.1,5066328.0,340568.42,1983-01-01,Action,1983
Microsoft Entertainment Pack,Microsoft,7.3,7.2,8.1,500000.0,340568.42,1990-01-01,Misc,1990
My Farm Around the World,THQ,7.3,7.2,8.1,5066328.0,120000.0,2009-05-11,Simulation,2009
NHL 11,EA Sports,7.3,8.8,8.1,5066328.0,730000.0,2010-09-07,Sports,2010
Final Fantasy XI: Scars of Abyssea,Square Enix,7.3,7.2,8.1,5066328.0,340568.42,2010-09-15,Role-Playing,2010
Power Stone Collection,Capcom,7.3,7.2,8.1,5066328.0,100000.0,2006-10-31,Action,2006
The Hustle: Detroit Streets,Activision,7.3,7.2,8.1,5066328.0,70000.0,2005-10-25,Sports,2005
radiangames Crossfire 2,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2010-12-16,Shooter,2010
Disney's Dinosaur,Ubisoft,7.3,5.3,8.1,5066328.0,340568.42,2000-11-24,Action,2000
Twisted Metal: Head-On,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2008-02-13,Action,2008
Season of Mystery: The Cherry Blossom Murders,Square Enix,7.3,7.2,8.1,5066328.0,340568.42,2009-11-11,Adventure,2009
Live A Live,Nintendo,7.3,7.2,8.1,500000.0,340568.42,2022-07-22,Role-Playing,2022
The Sims 3,Electronic Arts,7.3,7.2,8.1,10000000.0,340568.42,2009-06-02,Simulation,2009
Felix: Tale of the Night,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-12-21,Action,2009
Heisei Shin Oniga Shima: Kouhen,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2010-06-01,Adventure,2010
"Ed, Edd n Eddy: Scam of the Century",D3 Publisher,7.3,7.2,8.1,5066328.0,0.0,2007-10-26,Platform,2007
Monster 4X4: World Circuit,Ubisoft,7.3,7.2,8.1,5066328.0,0.0,2006-03-23,Racing,2006
Heroes of Dragon Age,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,2013-12-05,Misc,2013
Saturn Bomberman Fight!!,Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,1997-12-11,Puzzle,1997
Yoshi Touch & Go (JP sales),Nintendo,7.3,7.2,8.1,5066328.0,220000.0,2005-03-14,Platform,2005
International Superstar Soccer 64,Konami,7.3,7.2,8.1,5066328.0,600000.0,1997-07-31,Sports,1997
Izuna 2: The Unemployed Ninja Returns (JP sales),Atlus,7.3,7.2,8.1,5066328.0,10000.0,2008-07-22,Role-Playing,2008
Shin Megami Tensei: Persona 3 FES,Atlus,7.3,8.7,8.1,5066328.0,630000.0,2008-04-22,Role-Playing,2008
The Sims 2: Glamour Life Stuff,Electronic Arts,7.3,7.2,8.1,5066328.0,30000.0,2006-08-28,Simulation,2006
Paws & Claws: Pet Resort,THQ,7.3,7.2,8.1,5066328.0,240000.0,2008-02-05,Simulation,2008
Carl Lewis Athletics,Ubisoft,7.3,7.2,8.1,5066328.0,340568.42,2000-09-15,Sports,2000
Simple DS Series Vol. 27: The Misshitsukara no Dasshutsu: The Suiri Bangai-hen,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2007-11-29,Adventure,2007
Puzzle?,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-08-23,Puzzle,2009
All Star Karate,THQ,7.3,7.2,8.1,5066328.0,220000.0,2010-04-20,Action,2010
Heroes of Ruin,Square Enix,7.3,6.6,8.1,130000.0,340568.42,2012-07-17,Role-Playing,2012
Strider (2014),Capcom,7.3,7.2,8.1,5066328.0,340568.42,2014-02-18,Platform,2014
Ridge Racer 6,Namco,7.3,7.9,8.1,5066328.0,200000.0,2005-11-17,Racing,2005
Kikou Keisatsu Metal Jack,Atlus,7.3,7.2,8.1,5066328.0,340568.42,1992-07-31,Action,1992
Shin Megami Tensei: Devil Survivor Overclocked,Atlus,8.8,7.2,8.1,5066328.0,30000.0,2011-08-23,Strategy,2011
Shining Force: Resurrection of the Dark Dragon,Atlus,7.3,7.8,8.1,5066328.0,80000.0,2004-06-08,Role-Playing,2004
Dark Wizard,Sega,7.3,7.2,8.1,5066328.0,340568.42,1994-01-01,Strategy,1994
XNcAve,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-07-28,Action,2009
Fahrenheit,Atari,7.3,7.2,8.1,1140000.0,340568.42,2005-09-20,Action-Adventure,2005
Syphon Filter: The Omega Strain,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,760000.0,2004-05-04,Shooter,2004
Counter-Strike 1: Anthology,Electronic Arts,7.3,7.2,8.1,5066328.0,0.0,2005-09-26,Shooter,2005
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,Namco Bandai Games,7.3,7.2,8.1,5066328.0,330000.0,2014-06-26,Music,2014
Jewel Master,Sega,7.3,7.2,8.1,5066328.0,340568.42,1991-08-29,Action,1991
Populous: The Beginning,Electronic Arts,7.3,7.2,8.1,5066328.0,90000.0,1999-03-31,Strategy,1999
Resident Evil,Capcom,7.3,8.6,8.1,2750000.0,340568.42,1996-03-30,Action,1996
Minna to Kimi no Piramekino!,Namco Bandai,7.3,7.2,8.1,5066328.0,50000.0,2010-11-25,Misc,2010
SpongeBob SquarePants: Underpants Slam!,THQ,7.3,7.2,8.1,5066328.0,340568.42,2007-12-26,Action,2007
SOCOM 3: U.S. Navy SEALs,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,1690000.0,2005-10-11,Shooter,2005
Soul Eater: Medusa no Inbou,Namco Bandai,7.3,7.2,8.1,5066328.0,50000.0,2008-10-23,Action,2008
Neopets Puzzle Adventure,Capcom,7.3,7.2,8.1,5066328.0,290000.0,2008-11-25,Puzzle,2008
Putt & Putter,Sega,7.3,7.2,8.1,5066328.0,340568.42,1991-01-01,Sports,1991
Kuchibi,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-09-07,Puzzle,2009
GameBoy Wars Turbo,Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,1997-06-27,Strategy,1997
Smash Court Tennis 3,Atari,7.3,7.2,8.1,5066328.0,110000.0,2008-08-19,Sports,2008
Buck Rogers: Planet of Zoom,Sega,7.3,7.2,8.1,5066328.0,340568.42,1983-06-01,Shooter,1983
Megalopolis,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-08-14,Strategy,2009
PARTYBOAT,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-12-17,Simulation,2009
Tom Clancy's Rainbow Six: Siege,Ubisoft,7.3,7.2,8.1,5066328.0,4360000.0,2015-12-01,Shooter,2015
AvaGlide,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2010-07-19,Racing,2010
